==============================================================
ligo : rr

4	30	2526.571
4	40	2962.942
4	50	3326.565
4	60	3921.921
4	70	4803.446
4	80	5180.699
4	90	5550.854
4	100	6093.179

6	30	2436.486
6	40	2001.093
6	50	2743.184
6	60	2928.372
6	70	3504.347
6	80	4181.778
6	90	4202.941
6	100	4866.411

8	30	1335.037
8	40	1921.625
8	50	2003.028
8	60	2237.704
8	70	2683.971
8	80	2978.842
8	90	3325.276
8	100	3188.728

10	30	1334.740
10	40	1773.239
10	50	1696.970
10	60	2289.443
10	70	2405.452
10	80	2362.193
10	90	3025.889
10	100	3175.772

12	30	1335.261
12	40	1425.757
12	50	1800.338
12	60	2122.629
12	70	2299.531
12	80	2497.792
12	90	2291.371
12	100	2492.100

14	30	1335.215
14	40	1705.959
14	50	1512.129
14	60	1879.598
14	70	2221.265
14	80	2306.526
14	90	2457.291
14	100	2196.503

16	30	1335.215
16	40	1663.094
16	50	1647.192
16	60	1560.492
16	70	1587.179
16	80	1746.621
16	90	2192.158
16	100	2338.273

18	30	1335.215
18	40	1768.256
18	50	1854.590
18	60	1736.871
18	70	1341.252
18	80	1798.842
18	90	2453.697
18	100	2033.621

20	30	1334.964
20	40	1774.395
20	50	1330.948
20	60	1812.631
20	70	1444.175
20	80	1922.539
20	90	2045.213
20	100	1985.444

22	30	1334.667
22	40	1298.170
22	50	1681.317
22	60	1840.018
22	70	1488.642
22	80	1813.092
22	90	1387.251
22	100	1577.898

24	30	1335.261
24	40	1298.170
24	50	1537.381
24	60	1776.007
24	70	1603.396
24	80	1655.452
24	90	1387.577
24	100	1623.933

26	30	1335.261
26	40	1297.872
26	50	1646.571
26	60	1704.041
26	70	1674.882
26	80	1858.648
26	90	1387.875
26	100	1350.609

28	30	1335.439
28	40	1297.575
28	50	1330.902
28	60	1879.826
28	70	1577.389
28	80	1896.329
28	90	1387.875
28	100	1350.609

30	30	1335.439
30	40	1298.348
30	50	1330.902
30	60	1561.340
30	70	1630.109
30	80	2005.206
30	90	1387.921
30	100	1350.609

32	30	1335.439
32	40	1298.348
32	50	1330.902
32	60	1275.890
32	70	1606.216
32	80	2018.567
32	90	1387.921
32	100	1350.609
==============================================================
ligo : input-enhanced

4	30	2255.746
4	40	2545.759
4	50	3717.076
4	60	4621.198
4	70	4860.282
4	80	6572.529
4	90	6091.057
4	100	6942.202

6	30	2512.371
6	40	3275.505
6	50	2519.859
6	60	3155.082
6	70	3913.519
6	80	3811.061
6	90	5259.577
6	100	4928.227

8	30	2246.829
8	40	1737.699
8	50	2921.503
8	60	2897.145
8	70	4069.561
8	80	3361.673
8	90	4062.537
8	100	3970.810

10	30	2291.459
10	40	2068.953
10	50	1579.291
10	60	2591.332
10	70	3286.645
10	80	3867.747
10	90	3704.450
10	100	3844.201

12	30	1333.445
12	40	1898.412
12	50	1920.783
12	60	2295.024
12	70	2563.970
12	80	3210.960
12	90	2996.012
12	100	2990.678

14	30	1333.516
14	40	1479.672
14	50	1899.691
14	60	2895.737
14	70	2633.878
14	80	3128.372
14	90	3249.617
14	100	3439.466

16	30	1333.516
16	40	1704.912
16	50	1930.863
16	60	2026.186
16	70	2484.699
16	80	2380.038
16	90	2885.853
16	100	2481.661

18	30	1333.516
18	40	1766.038
18	50	1561.344
18	60	2119.783
18	70	1951.973
18	80	1743.871
18	90	3275.514
18	100	2860.339

20	30	1333.516
20	40	1766.871
20	50	1579.812
20	60	1735.344
20	70	2455.703
20	80	2284.039
20	90	2375.709
20	100	2520.695

22	30	1333.516
22	40	1296.442
22	50	1449.880
22	60	1811.035
22	70	2281.562
22	80	2061.529
22	90	1386.054
22	100	2402.114

24	30	1333.516
24	40	1296.442
24	50	1516.771
24	60	1838.151
24	70	1625.762
24	80	2240.138
24	90	2028.365
24	100	2646.627

26	30	1333.516
26	40	1296.442
26	50	1535.222
26	60	1774.141
26	70	1620.722
26	80	2029.568
26	90	2216.799
26	100	2721.991

28	30	1333.516
28	40	1296.442
28	50	1329.208
28	60	1872.583
28	70	1621.873
28	80	2239.698
28	90	2211.790
28	100	2629.411

30	30	1333.516
30	40	1296.442
30	50	1329.208
30	60	1846.478
30	70	1591.463
30	80	2047.003
30	90	2305.538
30	100	2349.558

32	30	1333.516
32	40	1296.442
32	50	1329.208
32	60	1274.713
32	70	1591.463
32	80	2016.522
32	90	2234.525
32	100	2126.801
